id	E17.5KO1	E17.5KO2	E17.5KO3	E17.5WT1	E17.5WT2	E17.5WT3
1415670_at	11.08816735	10.85656605	11.15111756	11.33167659	11.2270277	11.29766337
1415671_at	11.90269476	11.77891968	11.79244709	11.76046137	11.62636111	11.31632737
1415672_at	12.22274621	12.13840136	12.23329912	12.07416775	12.17173998	12.11262614
1415673_at	10.03932786	9.530968163	10.08764691	9.628228953	9.519445983	9.717242789
1415674_a_at	10.38158402	10.10621085	10.29808542	10.2917836	10.03016876	9.922604611
1415675_at	10.17514679	10.12379509	10.11763184	10.00069101	9.987727837	9.924004419
1415676_a_at	11.9240154	11.94551658	11.97584895	11.98745929	12.02561075	11.89440892
1415677_at	10.1703576	10.06753281	10.24895393	10.56775836	10.34731695	10.24427293
1415678_at	11.26449291	11.29163383	11.30756429	11.17409727	11.32004807	11.38545841
1415679_at	12.08990395	12.187882	12.14368787	12.10140617	12.26189139	12.19803529
1415680_at	10.42554787	10.63982169	10.65260625	10.62263278	10.58408492	10.54429619
1415681_at	10.95255639	10.8709889	10.9196001	10.81928085	10.73722355	10.51680741
1415682_at	9.807036789	9.87945558	9.87478848	9.795261552	9.47018307	9.675758884
1415683_at	11.58536277	11.64849938	11.60067245	11.47854226	11.44941832	11.42998671
1415684_at	9.595264742	9.558166182	9.419913832	9.294356015	9.456835465	9.37234836
1415685_at	10.4659572	10.49935486	10.44312887	10.19677569	10.31265179	10.36254483
1415686_at	10.92294519	10.92129146	11.04835529	10.95125389	11.03377105	11.08249793
1415687_a_at	12.8421401	12.85888435	12.94069772	12.90812558	12.71780881	12.72930586
1415688_at	11.61588979	11.57478131	11.51257165	11.56248879	11.38561659	11.28639946
1415689_s_at	9.711307262	9.836042188	9.650077553	9.48647492	9.64452423	9.742240113
1415690_at	11.44930956	11.450471	11.54055246	11.2315417	11.1433792	11.26951644
1415691_at	11.26536231	11.3745321	11.25163256	11.31838919	11.42263671	11.31897491
1415692_s_at	12.59327069	12.62320125	12.56977882	12.65880448	12.71915809	12.24031333
1415693_at	10.10464103	9.987432387	10.21986359	10.21702225	10.03279266	9.93107257
1415694_at	9.341718261	9.262218348	9.525436766	9.481707552	9.235161777	9.258966508
1415695_at	12.25002898	12.14655436	12.29989612	11.99656029	12.10267179	12.03721551
1415696_at	11.93644729	12.00475008	12.06259151	11.98065196	11.94123723	11.98183462
1415697_at	10.4843165	10.55755747	10.38329288	10.68803923	10.59859585	10.36007554
1415698_at	9.747386808	9.722547311	9.569525338	9.811691541	9.910295086	9.957592986
1415699_a_at	11.25823456	11.46280432	11.41211983	11.54972244	11.70242365	11.48714415
1415700_a_at	12.83765779	12.77707437	12.93142753	12.74601337	12.90776847	12.98388173
1415701_x_at	15.09599877	15.16808678	15.07691143	15.20771831	15.12358222	15.06051009
1415702_a_at	12.47074196	12.44060775	12.58339293	12.31721446	12.51003588	12.43754897
1415703_at	11.55447539	11.56973107	11.52691439	11.58683178	11.65457137	11.6574859
1415704_a_at	11.65271497	11.64601085	11.7041905	11.6102214	11.71902612	11.7091083
1415705_at	10.87773061	10.63406091	10.73417053	10.61493763	10.4082832	10.38207755
1415706_at	12.68268334	12.798855	12.91014162	12.87195766	12.89593254	12.76093948
1415707_at	10.9857926	11.35397184	11.19360426	11.22798934	11.24906545	11.31612855
1415708_at	11.77178641	11.68300509	11.75124749	11.63366415	11.70105439	11.69812756
1415709_s_at	9.732897706	9.679224894	9.700616848	9.835023885	10.11528467	9.922571934
1415710_at	9.438698791	9.618694478	9.659978355	9.382694512	9.53752559	9.583671214
1415711_at	11.54135892	11.56754415	11.41478782	11.28289882	11.21435465	11.15392955
1415712_at	9.323386212	9.463095711	9.512691806	9.874861539	10.29258443	10.29233286
1415713_a_at	10.15484842	9.979579424	10.04966015	9.976225652	10.09676666	9.919181401
1415714_a_at	10.96262573	11.15313578	11.02572769	11.18972684	11.14413861	11.09231416
1415715_at	9.122612719	9.148422455	9.156507307	8.758280814	9.334323386	9.300026188
1415716_a_at	14.71505978	14.84602673	14.71362152	14.56814208	14.70342443	14.57879933
1415717_at	9.650787993	9.963927971	9.687853244	9.637356054	9.322876794	9.463950332
1415718_at	10.32178267	10.190969	10.58335375	9.848313136	10.41293948	10.17182441
1415719_s_at	9.7142818	10.1547085	10.44236266	9.712331001	10.09041763	10.1346593
1415720_s_at	9.082438405	8.876999905	8.979812139	9.071492151	8.954768036	9.066269061
1415721_a_at	9.539964346	9.5127233	9.738183205	8.529532069	9.140116139	9.351499532
1415722_a_at	11.02412437	10.96089545	10.99898411	10.97338601	10.9612885	10.96983993
1415723_at	12.26721632	12.28430602	12.3755207	12.44198185	12.51066337	12.31455191
1415724_a_at	13.07630074	12.86507136	13.12248715	12.83353628	12.96685724	13.02253106
1415725_at	9.849017257	9.695084806	9.736407005	9.867381026	9.72261286	9.70419881
1415726_at	11.17500529	11.21554268	11.10720987	10.83963742	10.90673956	11.0551457
1415727_at	11.4291599	11.24580437	11.45524115	11.22308382	11.30537125	11.13916503
1415728_at	9.139920291	8.897215102	8.876159971	9.206184677	8.953220686	9.056327333
1415729_at	11.43639057	11.31066265	11.38051732	10.59526741	10.8577528	11.07986351
1415730_at	10.6143505	10.76882907	10.78574985	10.67890277	10.92094995	10.87911322
1415731_at	8.698706696	8.968015047	9.044011606	9.294802925	8.891416716	8.813213743
1415732_at	9.821273482	10.07587001	10.05808154	9.735320824	9.827989956	10.07747931
1415733_a_at	11.74044054	11.84345064	11.96613586	11.43543649	11.34419259	11.63002179
1415734_at	12.4176346	12.44819258	12.44933406	12.54459989	12.66611547	12.6317671
1415735_at	12.16700975	12.18725046	12.16214706	12.17499396	12.33558338	12.18900498
1415736_at	11.96418607	11.86357891	11.96568388	11.75860336	11.85230922	11.54793759
1415737_at	9.717990216	9.65725311	10.126941	9.426722359	9.914240378	9.890658362
1415738_at	11.19141813	10.90796554	11.45025912	11.13883812	11.421195	11.65097022
1415739_at	10.4245703	10.39302766	10.86902772	10.72747341	10.90916451	10.74728391
1415740_at	11.80728698	11.77366195	11.99104786	12.28848816	12.38974333	12.04867533
1415741_at	12.12582805	12.06245787	12.19941083	12.01045332	12.13927731	12.11080325
1415742_at	9.860675026	10.13462659	9.959475077	9.49710351	9.923786796	9.672217962
1415743_at	10.11642608	10.22901297	10.13479151	10.24301373	10.29532879	10.08375133
1415744_at	11.32031326	11.31835254	11.62368723	11.30008417	11.68025304	11.67869603
1415745_a_at	9.900159031	9.590081272	9.87973445	9.678282694	9.936904734	10.00988909
1415746_at	9.968953706	10.48978769	10.10056821	10.36552362	10.03209832	10.16139278
1415747_s_at	11.62387209	11.59773868	11.52694478	11.6593071	11.57387131	11.55747106
1415748_a_at	10.24207543	10.66423536	10.46887276	10.19564983	10.54839892	10.9197644
1415749_a_at	11.67972526	11.60410844	11.68245105	11.34047895	11.37387305	11.30746417
1415750_at	8.908461774	8.882560203	8.688495452	8.912887344	9.063558503	8.69700303
1415751_at	11.85407917	11.80061092	11.77253601	11.67514211	11.8081792	11.73551023
1415752_at	11.14478147	11.21154619	11.2470181	11.13772441	11.12829233	10.99620158
1415753_at	10.99667534	10.87595443	11.23820006	10.88987233	10.93046179	10.91765106
1415754_at	11.93515505	11.83930926	11.83663377	11.85812523	11.8224239	11.51301069
1415755_a_at	11.71634234	11.69517436	11.92619829	11.74201861	11.61054017	11.47861326
1415756_a_at	10.07402097	9.94110879	10.07121401	9.988032196	10.03276197	10.03509563
1415757_at	9.95663691	9.933807445	10.02976175	10.2733227	10.18737332	9.986859185
1415758_at	10.95970516	11.11000604	11.01402958	10.78129891	10.77333818	10.49449118
1415759_a_at	11.31399984	11.2546654	11.37928123	11.28317731	11.44578415	11.45985214
1415760_s_at	12.52438177	12.48304498	12.47044992	12.26544412	12.2264072	11.83840933
1415761_at	10.61860211	10.58377695	10.8384262	10.61756256	10.87313129	10.70307667
1415762_x_at	10.87160979	11.05455102	11.1218894	10.76371891	10.83631924	10.91611595
1415763_a_at	11.13934204	11.41710663	11.49540444	11.29934205	11.78961606	11.35016378
1415764_at	12.97284749	12.94776056	12.87549103	12.93610623	13.01321786	13.08004178
1415765_at	10.49649098	10.59073209	10.60996883	10.53948422	10.59417304	10.3490746
1415766_at	10.22698249	10.1948937	10.35472392	10.12386073	10.32589006	10.30347089
1415767_at	10.98944604	10.73528613	10.96320089	10.72668982	10.50387232	10.68464483
1415768_a_at	11.24179371	11.14872758	11.4697092	11.57411005	12.25968048	12.03314142
1415769_at	10.08885003	9.938223732	9.997999579	10.21520727	10.44383384	10.19015089
1415770_at	9.532757942	9.738938517	9.966135147	10.14623879	10.18701432	10.16869697
1415771_at	13.52909833	13.65990209	13.65328412	13.41147882	13.44310767	13.47203282
1415772_at	9.519198148	9.32242129	9.533773162	9.265958705	9.272090251	9.507751712
1415773_at	12.07633281	12.00729221	12.14866809	11.8580448	11.77371862	11.84550294
1415774_at	9.49068476	9.316158546	9.720027	8.727470978	8.393683479	9.417921423
1415775_at	13.11255748	13.16881665	13.15406442	13.29954882	13.37761483	13.41563347
1415776_at	8.737174198	8.546964538	9.03391616	8.823948492	8.799535463	9.004691299
1415777_at	4.103627786	4.480944053	6.241966005	5.498602222	4.000517802	2.631730378
1415778_at	13.50481688	13.56844211	13.42684814	13.45883941	13.47546023	13.47158694
1415779_s_at	14.81484565	14.87133769	14.84713353	14.81196082	14.8922231	14.77556892
1415780_a_at	11.31085416	10.95594009	11.47516282	11.4888799	11.59819701	11.66944318
1415781_a_at	14.29693978	14.25233706	14.32788044	14.32285772	14.44653775	14.34679732
1415782_at	13.29248473	13.27826243	13.36457819	13.21878675	13.23270893	13.2420175
1415783_at	12.64452462	12.53088844	12.58065991	12.54892286	12.48721202	12.39676776
1415784_at	9.266890959	9.809693072	9.035386842	9.323021705	8.417028331	9.022059584
1415785_a_at	12.22383745	12.17350121	12.26485771	12.07967623	12.08497155	12.1957594
1415786_at	2.807236022	5.298412034	5.314422322	6.048267093	6.638279712	5.942209109
1415787_at	10.37567355	10.30633363	10.37912753	10.32756189	10.23592095	10.34542956
1415788_at	9.982779286	10.10678557	10.13515956	9.914851527	9.942373821	10.22263333
1415789_a_at	8.698268812	8.638623256	9.332143644	8.555782891	8.095608631	8.964742788
1415790_at	8.666089519	9.142728198	8.320092084	8.708890564	8.026089878	8.657308842
1415791_at	10.16650223	10.32252886	10.05646207	9.776109015	9.885425553	9.835118994
1415792_at	9.521184634	9.964557391	9.991302273	9.546423641	9.776670489	9.688165067
1415793_at	9.830010729	10.03777835	9.716760931	9.20437459	9.318801901	9.370673096
1415794_a_at	11.59050592	11.49546243	11.62619851	11.20461679	11.35313614	11.42869791
1415795_at	8.839635825	8.713065011	8.624729132	8.559790902	8.268472882	8.128456011
1415796_at	12.50112325	12.41645212	12.4948415	12.20704841	12.15461534	12.14458204
1415797_at	10.44075305	10.19173915	10.14322502	9.205682615	9.455786471	9.376226337
1415798_at	9.513520877	9.580731324	9.314316391	8.430437195	8.082871311	8.395990201
1415799_at	10.93820932	10.90754466	11.14974118	10.80226221	10.83643391	10.81360251
1415800_at	14.34791832	14.24843708	14.49445037	13.78811361	13.92853354	13.75653655
1415801_at	12.11885764	11.88430937	11.59767329	11.45248343	9.726641812	9.878999779
1415802_at	11.26722137	11.3054941	11.22768855	10.81083626	10.36055634	10.24182215
1415803_at	8.325957904	8.487320311	8.206206749	7.268582663	7.457909277	7.342564151
1415804_at	7.597627084	7.598770719	7.790964629	6.830449506	5.591221203	7.438941977
1415805_at	2.719748371	3.044297705	2.900192119	3.200554625	5.678692374	1.711794094
1415806_at	9.441188501	9.089761005	9.433697776	9.288721921	9.300327893	9.818813066
1415807_s_at	10.94376287	11.00428154	10.93201339	11.03658275	10.79395579	10.8223833
1415808_at	5.049015728	5.551811542	2.221931453	5.254978238	3.865558408	4.68271233
1415809_at	5.29883753	5.22830567	4.277109696	5.532490808	5.300029562	1.90145111
1415810_at	10.52418174	10.32406654	10.54974554	10.84174168	10.87225699	10.78901106
1415811_at	8.632126709	8.864370186	8.719731628	9.29507349	8.83458736	8.496042643
1415812_at	12.90750293	12.87231236	12.89095228	12.82889633	12.5738462	12.55953347
1415813_at	11.18197939	11.04028533	11.17184043	10.97068887	11.11508614	10.96345861
1415814_at	11.85392801	12.00056442	11.73744157	11.69915353	11.32876355	11.11224756
1415815_at	5.601263096	6.565125856	4.978877886	6.161769997	6.27610006	4.73162494
1415816_at	12.66676137	12.64441527	12.72276517	12.55106642	12.54235408	12.55410998
1415817_s_at	11.84929629	11.67244925	11.93880792	11.91153103	11.73225996	12.09510659
1415818_at	11.12159695	11.07283429	11.3730886	11.58951112	11.80101371	11.79756326
1415819_a_at	12.06564511	12.09908491	12.07174897	12.12248633	11.8945361	11.70581479
1415820_x_at	12.35505873	12.23630047	12.57265154	12.20647223	12.44068863	12.51696147
1415821_at	12.24380939	12.20025958	12.29548002	11.73238811	11.84381429	12.01539228
1415822_at	13.99191535	13.85905787	13.90722847	13.46579568	13.64133402	13.56005784
1415823_at	12.51673341	12.34907918	12.1433553	11.93962484	11.41436784	11.54411686
1415824_at	10.22051012	10.11387047	9.567913341	9.742382725	8.755785975	9.0419824
1415825_s_at	10.41839141	10.46006378	10.47600217	10.22012796	10.27006387	10.23248399
1415826_at	10.68682198	10.73526777	10.5224004	10.34957633	10.26040894	10.23418823
1415827_a_at	12.17102083	12.07898853	12.20395979	12.03463956	12.10094212	12.17426265
1415828_a_at	11.40895055	11.40981113	11.3097386	11.70244971	11.19882888	11.21350832
1415829_at	11.57027555	11.37452941	11.75352079	11.70961394	11.77417528	11.85629298
1415830_at	9.481079736	9.554835322	9.425394731	9.424802065	9.462465322	9.614301681
1415831_at	12.42045864	12.48164899	12.30388637	12.56620907	12.41063128	12.29172402
1415832_at	12.76496961	12.4118296	12.96599858	12.80084541	13.21753075	13.44703815
1415833_x_at	15.0680944	15.21063904	15.07442025	15.13292063	15.1606713	15.02704936
1415834_at	10.7201275	10.23104604	10.42666237	10.40817838	10.47363636	10.67356612
1415835_at	4.132695645	6.44544945	2.638470033	5.89618075	4.486433085	5.688521924
1415836_at	10.17324311	10.44437502	10.4624552	10.21517301	10.3249349	10.32212383
1415837_at	4.785611849	5.161296945	4.612578228	3.969258495	1.803260079	5.35957682
1415838_at	11.38742112	11.30989527	11.26852358	11.25178168	11.15899786	11.45994836
1415839_a_at	14.17000052	14.09985322	14.30464357	14.04598618	14.12350222	14.21271511
1415840_at	11.49479323	11.29528263	11.52338358	10.99475467	11.11619016	11.35718155
1415841_at	11.68304241	11.76327671	11.57177718	11.49978026	11.54545696	11.52673786
1415842_at	8.684082275	8.855632257	8.252341634	8.6441886	8.76165857	8.68361186
1415843_at	8.046794669	7.32095618	7.420151937	7.535750599	6.956641902	6.950050418
1415844_at	5.386886977	6.714619957	2.984090111	5.346324708	6.286646029	6.165851329
1415845_at	6.850560343	6.433757751	5.966106301	7.540716535	7.160457434	6.928537237
1415846_a_at	5.359160635	5.057631256	5.609434668	3.691662898	5.974192644	3.112024464
1415847_at	5.414866188	6.07454673	5.424319876	4.051865423	6.439773406	6.600739378
1415848_at	4.688103364	7.724763005	6.374121739	7.077388603	5.918082151	6.444795849
1415849_s_at	13.34176885	13.29880973	13.3764466	13.81161989	13.87010596	13.69318912
1415850_at	10.01272768	10.21177434	10.20750453	10.20472303	10.0281049	10.00967702
1415851_a_at	12.60087492	12.64516773	12.54188339	12.4760545	12.55942563	12.34468039
1415852_at	12.50047547	12.46121057	12.57201471	12.24317735	12.14422556	12.15906351
1415853_at	8.601063845	8.921678536	9.03607159	9.276302993	8.885526699	8.895147544
1415854_at	7.620404987	7.888785813	7.334622251	7.972770602	7.958289118	8.350953328
1415855_at	12.43131476	12.38188801	12.5734837	12.63884155	12.75011827	12.95636292
1415856_at	9.239851625	9.145076866	9.31169626	8.901185322	8.786432808	8.873017135
1415857_at	9.236230914	9.539788207	9.271363622	9.331016135	8.902623833	9.01283703
1415858_at	12.76094886	12.8376973	13.0576419	12.81943371	12.73053509	12.86653014
1415859_at	10.55544597	10.62161665	10.46643221	10.6772689	9.931915785	10.34459549
1415860_at	12.31308027	12.36327599	12.38785516	12.26763941	12.4417476	12.31643659
1415861_at	7.33697922	7.584708653	7.842083104	7.28134063	7.624762453	7.26136866
1415862_at	7.339726228	7.23817507	6.51817014	7.17359865	6.979255946	6.643510636
1415863_at	13.00986018	12.94523602	13.12606816	12.98595933	12.82100617	13.02754738
1415864_at	8.383507229	8.192394941	8.103732627	8.783016003	9.005743658	9.097257812
1415865_s_at	8.604000881	7.30971141	8.705965938	8.097598406	9.18322806	9.444541668
1415866_at	9.453074646	9.70275088	9.442212918	8.924253794	8.66901209	8.72172641
1415867_at	12.846886	12.79826237	12.92347991	12.53285187	12.7610503	12.73250859
1415868_at	6.148212879	3.703969985	6.119527969	3.002289055	4.868682766	5.22348984
1415869_a_at	11.94940285	12.02635991	12.15084762	12.11546278	12.07154069	12.06371065
1415870_at	12.76148804	12.72200294	12.79676725	13.05881582	13.07061952	12.83233869
1415871_at	11.46123535	11.77365527	11.37035895	9.774550005	9.83358211	9.762949723
1415872_at	12.85889446	12.90013561	12.84878395	12.99575331	13.05760567	13.10976432
1415873_a_at	11.26581895	11.31568437	11.42463004	11.27243555	11.32758501	11.11737391
1415874_at	10.60516458	10.60571176	10.71841504	10.73653399	10.79987281	10.95236826
1415875_at	6.093809069	5.045533367	4.589496961	3.669109382	4.74304888	5.621632146
1415876_a_at	14.6758438	14.70636716	14.64479103	14.62241531	14.64003834	14.60218463
1415877_at	9.715581015	9.701862017	9.834762648	10.06693157	8.974899056	10.14855049
1415878_at	11.25643154	11.21018699	11.36838333	11.59366305	11.4273524	11.24951255
1415879_a_at	15.19238138	15.25085209	15.22174195	15.09743976	15.13260824	15.06173355
1415880_a_at	12.30507154	12.23998558	12.33166106	12.3471067	12.33603692	12.37925926
1415881_at	11.00722834	10.85850939	10.73567367	11.06691975	10.83140703	10.88233469
1415882_at	11.32836513	11.39242608	11.35778568	11.4047378	11.14552369	11.51051482
1415883_a_at	2.622924447	3.708647724	3.508484963	4.596154411	3.07585246	2.756712103
1415884_at	7.221475428	7.467044845	6.970180661	7.434861513	6.937648343	7.736637018
1415885_at	5.1862151	4.180482188	5.882112871	5.829307557	5.059916282	5.594722115
1415886_at	7.513422762	6.827203959	7.717335469	8.051561576	7.588305332	7.868809299
1415887_at	12.32849129	12.40236496	12.38593427	12.43911602	12.21701959	12.25315047
1415888_at	10.96322386	10.9212135	11.08753929	11.01652776	11.4440971	10.98894592
1415889_a_at	13.2356079	12.94160008	13.23689275	12.91557633	13.15125285	13.10186288
1415890_at	11.20069683	11.35127307	11.38052768	11.03304844	10.52159605	10.84853814
1415891_at	11.43621642	11.50224312	11.50125294	11.28157264	11.23653824	11.17162256
1415892_at	10.12630149	10.38485083	10.31931424	11.15364112	11.33448461	11.08523643
1415893_at	8.858043174	8.919258149	8.485534342	9.701651206	8.693294931	8.526584053
1415894_at	8.826821496	8.662392248	8.570070459	8.988981317	8.91539029	8.652514568
1415895_at	10.91217181	11.15778695	10.82251133	10.98686351	10.8844778	11.25463455
1415896_x_at	9.94888862	8.714513947	8.195301151	8.812582336	9.408541591	7.554027386
1415897_a_at	12.80276607	12.64347447	12.90598973	12.55686962	12.74409959	12.89503865
1415898_at	4.577035174	3.480013572	4.400973471	5.107783681	5.258825453	4.851475987
1415899_at	9.003233762	9.131456037	8.779944975	8.791097832	7.913779989	8.180653491
1415900_a_at	7.812769699	8.488968526	8.454197671	8.328882137	8.232181049	7.725492281
1415901_at	10.76784079	10.72217929	10.58601859	10.89019233	10.58411334	10.50128589
1415902_at	2.69029888	4.145770372	3.19869567	3.987234596	2.914313963	2.967666118
1415903_at	8.763748496	8.89245308	8.33943273	8.818733442	8.507526782	8.670922471
1415904_at	12.39429433	12.22016612	12.25248005	12.77409259	12.86453749	12.89328311
1415905_at	3.856986329	5.551781467	6.731257297	7.079911968	6.410801367	6.386559504
1415906_at	14.23444881	14.28812112	14.31995313	14.41164292	14.45811268	14.31901037
1415907_at	12.06655393	12.07484171	12.18443469	11.85303833	11.78701928	12.02906613
1415908_at	10.73963122	10.40794947	10.95565907	10.11013269	10.31971203	10.51816744
1415909_at	10.70969125	10.57745435	10.81675966	10.81512548	10.69482392	10.52951739
1415910_s_at	8.618084555	9.030479714	8.911091695	8.493004276	9.128311304	8.656906349
1415911_at	9.773427488	9.826699577	9.658752646	9.695543872	9.557046053	9.607957218
1415912_a_at	13.86508271	13.89482929	13.92351597	13.77945425	13.66829751	13.50007207
1415913_at	7.210930778	7.585691755	8.172958269	6.87903595	7.865744644	7.956789641
1415914_at	13.58484042	13.56093458	13.58923477	13.59829304	13.52806153	13.51481947
1415915_at	11.66352736	11.63844884	11.7069828	11.7399857	11.8098419	11.67891862
1415916_a_at	9.977212954	10.4125517	9.875336657	10.47617056	10.35477132	10.25189819
1415917_at	9.61555897	9.676874819	9.735538644	9.877483544	9.843713332	10.08455262
1415918_a_at	13.97388729	13.94463672	13.90786779	13.8983408	13.66712709	13.66020743
1415919_at	9.523306822	9.419050188	9.42912406	9.298855602	9.775755756	9.514085251
1415920_at	11.43927181	11.43193862	11.61583898	11.27839998	11.32605605	11.32908093
1415921_a_at	8.78444786	8.251853188	8.170789135	8.815539044	8.128307834	8.271680184
1415922_s_at	11.00640273	10.82182143	10.51567054	11.2369752	11.23777012	11.00581117
1415923_at	12.08302796	11.67945468	12.18732743	11.93012526	12.0279733	12.32367138
1415924_at	5.063474761	6.589437187	2.459493175	3.682896114	5.147913555	1.908462349
1415925_a_at	10.63217493	10.64401479	10.96117595	10.75499321	10.74050646	10.75046407
1415926_at	10.9764537	10.87619914	11.05447617	10.97606998	10.88242676	10.89664558
1415927_at	14.37068125	14.22820086	14.30339733	14.66299303	14.61823904	14.72557191
1415928_a_at	11.9484151	11.85106318	11.92487778	11.55805712	11.7115402	11.60197429
1415929_at	11.72215584	11.73832448	11.61744734	11.37939111	11.41934616	11.26480963
1415930_a_at	12.62252894	12.50292376	12.5912962	12.97261814	12.89872616	12.85324432
1415931_at	8.648115303	8.519076146	8.164569655	9.081185455	7.500117133	8.090114858
1415932_x_at	10.29934226	10.13303796	10.16736792	10.5587283	10.5654459	10.32863076
1415933_a_at	13.26578627	13.14588904	13.40830868	13.12689176	13.24982733	13.28723374
1415934_at	10.38458912	10.4147708	10.32675421	10.21756363	10.09813364	10.35374003
1415935_at	11.22266189	11.22015023	11.32658251	11.36791788	11.23945369	11.29733236
1415936_at	8.640186023	8.923647291	8.224346474	8.838982264	8.242265021	8.55688004
1415937_s_at	9.393186394	8.706535395	9.334532905	8.887599657	8.442494893	8.666861708
1415938_at	5.078044962	5.765089614	4.80888237	5.438471455	5.369993658	5.036705681
1415939_at	8.783524993	8.778077033	8.775130386	7.658127592	8.609477982	8.785058331
1415940_at	9.217304568	9.371466953	9.301824605	9.208161964	9.331862269	9.565975939
1415941_s_at	8.583707725	8.142444165	8.798058163	8.236623861	8.599317922	8.526857071
1415942_at	14.69663212	14.85381204	14.70797991	14.83344715	14.8073989	14.67679856
1415943_at	13.0360929	13.07933474	13.00823778	11.78165477	11.33359661	11.06661151
1415944_at	11.6529568	11.692741	11.54056595	10.43308545	10.31344247	10.19961373
1415945_at	10.26415872	10.2228498	10.35794039	10.60305745	10.52545355	10.48105148
1415946_at	9.58652697	9.559564724	9.981366437	9.741910673	9.904118876	9.744333794
1415947_at	9.800808866	9.720444689	9.856213364	9.551043591	9.233118777	9.191037303
1415948_at	8.529691721	8.308646832	8.736200868	8.495469029	8.881432599	8.583396154
1415949_at	11.69076045	11.74907277	11.65377717	11.37973774	11.4958468	11.30058751
1415950_a_at	12.26389079	12.58917789	12.56408939	12.63610854	12.38984738	12.50790833
1415951_at	10.41214668	10.54027048	10.5753261	10.6479311	10.82275878	10.73385785
1415952_at	10.50820263	10.14589545	10.57957865	10.15830328	10.47515247	10.59244279
1415953_s_at	9.116603923	8.710427295	8.654301816	8.903038158	8.77586384	8.467735911
1415954_at	2.826648361	5.947506738	4.204908668	3.092942557	3.223804719	5.473296904
1415955_x_at	6.36579755	7.763160494	5.604697277	6.573880636	6.451456452	5.917438737
1415956_a_at	10.85778779	10.63121877	10.56517227	10.63286234	10.40462388	10.50762082
1415957_a_at	10.7609358	10.66802366	10.77311923	10.61786073	10.62437556	10.5092459
1415958_at	8.392830716	8.023662661	8.226031994	8.271855579	9.110701728	9.007524476
1415959_at	7.651549311	7.02475623	7.961789411	7.635390356	8.032440185	8.2689383
1415960_at	5.698819164	4.766654468	5.773482243	4.22167236	5.979104609	6.324178566
1415961_at	11.76494251	11.78668048	11.93752964	11.71935885	12.05326908	11.98231954
1415962_at	13.2102381	13.28291895	13.29640891	13.11970194	13.15106533	13.15818227
1415963_at	11.73192713	11.35402691	11.74200423	11.51236906	11.44763701	11.53917678
1415964_at	8.765330159	8.526823199	8.130775141	9.022682492	9.337297509	9.012602958
1415965_at	6.799668029	6.596085971	6.444347428	6.736295042	6.735725587	6.934337235
1415966_a_at	11.87980967	11.83987676	12.01857107	11.76440459	11.99233374	11.90160924
1415967_at	11.79039827	11.87973611	11.89495416	11.77167104	11.8725745	11.81327534
1415968_a_at	8.554486067	8.152165574	8.221919794	8.767481769	8.363904089	8.479606947
1415969_s_at	4.491946006	3.159263333	3.216182298	4.496720511	3.055942459	2.968945437
1415970_at	13.69616647	13.72361448	13.69854478	13.82894277	13.93487067	13.81330052
1415971_at	13.82628355	13.62003167	13.82839642	13.38503096	13.74784741	13.75838271
1415972_at	13.28054483	12.91765053	13.30980592	12.44451255	12.40951547	12.81114035
1415973_at	13.37946767	13.25597218	13.44143333	13.25565961	13.18896984	13.47407679
1415974_at	10.39740862	10.4753727	10.47899739	10.54325573	10.9080653	10.36920978
1415975_at	9.848384212	9.939341881	9.887829319	9.720087351	9.89377425	9.80116971
1415976_a_at	8.569916573	8.66028342	8.842318139	8.63043738	8.344969899	8.987001996
1415977_at	8.856117494	8.634553137	9.000882858	9.374091355	9.439581292	9.207904695
1415978_at	6.30436761	6.234219041	5.926586534	6.337992569	6.286565773	2.744454926
1415979_x_at	14.767822	14.78978112	14.68179413	14.72907283	14.72266741	14.60218671
1415980_at	13.18260895	13.1716631	13.22403745	13.13668162	13.26601897	13.21108035
1415981_at	10.49127078	10.26346228	10.47290727	10.4754283	10.48656482	10.61335455
1415982_at	9.27488069	9.067339395	9.163835818	9.198323917	8.918550708	9.090078933
1415983_at	10.17417141	9.878017026	10.18481251	9.711859118	10.26456751	10.12012765
1415984_at	11.20033393	11.17708853	11.31674966	11.19311696	11.2301794	11.21989516
1415985_at	11.26942056	11.20717821	11.29386777	11.36275032	11.15743505	11.33567653
1415986_at	10.42967885	10.31848829	10.28291186	10.20311325	10.39196031	10.23921736
1415987_at	12.45702555	12.04057624	12.36670711	12.19578445	12.15863197	12.12892756
1415988_at	9.358135765	9.54405229	9.289553652	8.915686568	8.757235358	8.661191101
1415989_at	8.866573393	9.020902117	8.81547932	9.303938521	9.262902305	9.243987855
1415990_at	12.56482605	12.60388422	12.67008502	12.68930613	12.59780357	12.79090575
1415991_a_at	12.12174361	12.1045263	12.10583934	11.9936101	12.18118305	12.20468499
1415992_at	8.420912847	8.396650542	8.666257709	8.856390534	8.741563351	8.716378814
1415993_at	11.96810345	11.99356979	11.76473979	11.22275982	10.95768998	10.77518989
1415994_at	5.839234002	6.388577581	4.863371713	4.497960517	3.861131406	5.757081891
1415995_at	9.715100939	9.773700937	9.620010333	9.510311522	9.543695284	9.596755165
1415996_at	11.83798024	11.88480114	11.71190178	11.94084316	11.67915528	12.09768122
1415997_at	10.97887061	10.79283054	10.73331162	11.12101991	10.36867415	10.98425568
